"","chromosome_name","start_position","end_position","hgnc_symbol"
"13003","CHR_HSCHR6_MHC_MCF_CTG1",31734577,31737051,"C6orf47"
"13004","6",31658298,31660778,"C6orf47"
"13005","7",25134692,25180356,"C7orf31"
"13006","7",148590766,148615860,"C7orf33"
"13007","8",22599599,22604150,"C8orf58"
"13008","8",144525733,144529132,"C8orf82"
"13009","8",38510834,38560939,"C8orf86"
"13010","8",90958471,90985238,"C8orf88"
"13011","9",86220265,86259657,"C9orf153"
"13012","8",85327608,85379014,"CA1"
"13013","15",63321378,63381846,"CA12"
"13014","8",85220587,85284073,"CA13"
"13015","1",150257251,150265078,"CA14"
"13016","8",85463968,85481493,"CA2"
"13017","8",85373436,85449040,"CA3"
"13018","17",60149942,60170899,"CA4"
"13019","X",15681053,15703192,"CA5BP1"
"13020","1",8945867,8975092,"CA6"
"13021","8",60185412,60281400,"CA8"
"13022","9",35673928,35681159,"CA9"
"13023","9",26840685,26892803,"CAAP1"
"13024","18",23134564,23260470,"CABLES1"
"13025","20",62388634,62407285,"CABLES2"
"13026","4",70334981,70337116,"CABS1"
"13027","19",13206442,13633025,"CACNA1A"
"13028","9",137877782,138124624,"CACNA1B"
"13029","CHR_HG1815_PATCH",1970786,2703922,"CACNA1C"
"13030","12",1970772,2697950,"CACNA1C"
"13031","CHR_HG1815_PATCH",2681973,2697172,"CACNA1C-AS1"
"13032","12",2676001,2691200,"CACNA1C-AS1"
"13033","CHR_HG1815_PATCH",2674472,2678192,"CACNA1C-AS2"
"13034","12",2668500,2672220,"CACNA1C-AS2"
"13035","3",53328963,53813733,"CACNA1D"
"13036","1",181317690,181813262,"CACNA1E"
"13037","X",49205063,49233371,"CACNA1F"
"13038","17",50560715,50627474,"CACNA1G"
"13039","16",1153106,1221771,"CACNA1H"
"13040","22",39570753,39689735,"CACNA1I"
"13041","1",201039512,201112451,"CACNA1S"
"13042","17",39173453,39197702,"CACNB1"
"13043","10",18140424,18543557,"CACNB2"
"13044","12",48813794,48828941,"CACNB3"
"13045","2",151832771,152099167,"CACNB4"
"13046","17",67044554,67056797,"CACNG1"
"13047","17",66835117,66894751,"CACNG5"
"13048","19",53991637,54012666,"CACNG6"
"13049","1",174999163,175012027,"CACYBP"
"13050","2",27217369,27243943,"CAD"
"13051","6",163413061,163413960,"CAHM"
"13052","7",71779491,72447151,"CALN1"
"13053","10",12349547,12835545,"CAMK1D"
"13054","9",135808487,135907546,"CAMSAP1"
"13055","1",200738893,200860704,"CAMSAP2"
"13056","19",7595863,7618304,"CAMSAP3"
"13057","3",12796472,12834804,"CAND2"
"13058","17",78991716,79009867,"CANT1"
"13059","1",40040233,40072649,"CAP1"
"13060","6",17393595,17557780,"CAP2"
"13061","2",85394753,85418432,"CAPG"
"13062","19",5912339,5916211,"CAPS"
"13063","5",71719275,71721048,"CARTPT"
"13064","11",34438934,34472060,"CAT"
"13065","3",105655461,105869552,"CBLB"
"13066","19",44777869,44800652,"CBLC"
"13067","22",38656636,38673854,"CBY1"
"13068","CHR_HG30_PATCH",179679544,179682019,"CBY3"
"13069","5",179678560,179681034,"CBY3"
"13070","4",15469865,15601552,"CC2D2A"
"13071","10",95907603,96033745,"CC2D2B"
"13072","18",59430939,59697662,"CCBE1"
"13073","3",42732575,42746768,"CCDC13-AS1"
"13074","2",178829757,179050137,"CCDC141"
"13075","17",20321150,20403557,"CCDC144CP"
"13076","17",20893392,20896020,"CCDC144NL"
"13077","17",20836447,20896162,"CCDC144NL"
"13078","7",77122434,77329533,"CCDC146"
"13079","2",158171073,158456753,"CCDC148"
"13080","4",24803514,24980204,"CCDC149"
"13081","9",136803927,136808848,"CCDC183-AS1"
"13082","1",42463221,42657190,"CCDC30"
"13083","CHR_HG2198_PATCH",74202705,74338316,"CCDC33"
"13084","15",74202705,74336472,"CCDC33"
"13085","11",27330827,27363234,"CCDC34"
"13086","12",95867048,95942635,"CCDC38"
"13087","3",180602858,180684942,"CCDC39"
"13088","12",119334712,119541040,"CCDC60"
"13089","19",45995461,46021318,"CCDC61"
"13090","12",122774526,122827528,"CCDC62"
"13091","12",110846769,110907535,"CCDC63"
"13092","12",48904110,48931840,"CCDC65"
"13093","3",56557161,56621837,"CCDC66"
"13094","18",54901509,54959461,"CCDC68"
"13095","5",151181052,151224093,"CCDC69"
"13096","2",56183990,56386172,"CCDC85A"
"13097","11",65890673,65891635,"CCDC85B"
"13098","14",99500190,99604207,"CCDC85C"
"13099","17",34360328,34363233,"CCL1"
"13100","17",34255274,34257208,"CCL2"
"13101","7",75810825,75823356,"CCL24"
"13102","CHR_HSCHR17_10_CTG4",36088256,36090169,"CCL3"
"13103","CHR_HSCHR17_7_CTG4",36088598,36090511,"CCL3"
"13104","17",36088256,36090169,"CCL3"
"13105","CHR_HSCHR17_10_CTG4",36103827,36105621,"CCL4"
"13106","CHR_HSCHR17_7_CTG4",36103979,36106010,"CCL4"
"13107","17",36103827,36105621,"CCL4"
"13108","CHR_HSCHR17_7_CTG4",35871491,35880793,"CCL5"
"13109","17",35871491,35880793,"CCL5"
"13110","17",34270221,34272242,"CCL7"
"13111","17",34319435,34321402,"CCL8"
"13112","20",32010438,32032180,"CCM2L"
"13113","5",69167135,69178245,"CCNB1"
"13114","15",59105126,59125045,"CCNB2"
"13115","X",50202713,50351914,"CCNB3"
"13116","19",29811991,29824312,"CCNE1"
"13117","8",94879770,94896678,"CCNE2"
"13118","12",69585426,69601570,"CCT2"
"13119","1",156308968,156367873,"CCT3"
"13120","2",61868085,61888671,"CCT4"
"13121","5",10249929,10266389,"CCT5"
"13122","7",56051685,56063989,"CCT6A"
"13123","17",34927859,34981078,"CCT6B"
"13124","2",73233420,73253021,"CCT7"
"13125","21",29055805,29073797,"CCT8"
"13126","7",6794134,6826770,"CCZ1B"
"13127","11",832887,839831,"CD151"
"13128","3",112921205,112975103,"CD200R1"
"13129","16",30350773,30355308,"CD2BP2"
"13130","17",74466399,74484794,"CD300A"
"13131","17",74541073,74546115,"CD300C"
"13132","17",74609885,74623738,"CD300E"
"13133","17",74521174,74531475,"CD300LB"
"13134","19",8302127,8308358,"CD320"
"13135","12",55725323,55729707,"CD63"
"13136","17",7579491,7582111,"CD68"
"13137","12",9752486,9760901,"CD69"
"13138","6",110180141,110254275,"CDC40"
"13139","1",22052627,22101360,"CDC42"
"13140","22",19479457,19520612,"CDC45"
"13141","1",193121983,193254815,"CDC73"
"13142","1",54132687,54153770,"CDCP2"
"13143","16",89680737,89696354,"CDK10"
"13144","17",39461486,39564907,"CDK12"
"13145","7",39950121,40099580,"CDK13"
"13146","7",90466424,91210590,"CDK14"
"13147","2",201790461,201895550,"CDK15"
"13148","X",47217860,47229997,"CDK16"
"13149","12",96278261,96400480,"CDK17"
"13150","1",205504596,205532793,"CDK18"
"13151","6",110609978,110815958,"CDK19"
"13152","6",36676460,36687337,"CDKN1A"
"13153","12",12685498,12722369,"CDKN1B"
"13154","CHR_HSCHR11_1_CTG7",2883205,2885904,"CDKN1C"
"13155","11",2883213,2885775,"CDKN1C"
"13156","9",22002903,22009305,"CDKN2B"
"13157","19",10566460,10569059,"CDKN2D"
"13158","X",140783578,140784366,"CDR1"
"13159","16",22345936,22437165,"CDR2"
"13160","17",74987632,75005800,"CDR2L"
"13161","17",14024514,14025488,"CDRT15P1"
"13162","Y",24045229,24048019,"CDY1B"
"13163","12",51328442,51346679,"CELA1"
"13164","10",11071541,11105773,"CELF2-AS2"
"13165","5",123344890,123423592,"CEP120"
"13166","14",80476983,80959517,"CEP128"
"13167","3",196706277,196712250,"CEP19"
"13168","11",95789965,95832693,"CEP57"
"13169","17",64506865,64542461,"CEP95"
"13170","3",101724534,101770562,"CEP97"
"13171","1",111139479,111185104,"CEPT1"
"13172","CHR_HSCHR16_1_CTG3_1",55843031,55952925,"CES5A"
"13173","16",55846154,55956031,"CES5A"
"13174","CHR_HSCHR22_1_CTG6",23359603,23377014,"CES5AP1"
"13175","22",23359603,23377014,"CES5AP1"
"13176","5",90392257,90409766,"CETN3"
"13177","1",196888014,196918795,"CFHR4"
"13178","2",201140278,201157823,"CFLAR-AS1"
"13179","15",40952962,40956512,"CHAC1"
"13180","2",53767804,53775196,"CHAC2"
"13181","5",98853985,98929007,"CHD1"
"13182","1",147242654,147295765,"CHD1L"
"13183","15",92886203,93027996,"CHD2"
"13184","17",7884796,7912760,"CHD3"
"13185","12",6570082,6614524,"CHD4"
"13186","1",6101787,6180321,"CHD5"
"13187","20",41402083,41618384,"CHD6"
"13188","8",60678740,60868028,"CHD7"
"13189","14",21385194,21456126,"CHD8"
"13190","16",53054991,53329150,"CHD9"
"13191","3",53812335,53846419,"CHDH"
"13192","15",20283496,20291558,"CHEK2P2"
"13193","15",20282744,20291586,"CHEK2P2"
"13194","CHR_HSCHR14_7_CTG1",92923080,92935293,"CHGA"
"13195","14",92923150,92935285,"CHGA"
"13196","20",5911510,5925353,"CHGB"
"13197","3",196763,409417,"CHL1"
"13198","3",87227271,87255556,"CHMP2B"
"13199","12",104455295,104762014,"CHST11"
"13200","7",2403588,2448484,"CHST12"
"13201","16",788046,800737,"CHTF18"
"13202","1",150282543,150287093,"CIART"
"13203","19",42268537,42295797,"CIC"
"13204","16",10866222,10943021,"CIITA"
"13205","12",119685791,119877320,"CIT"
"13206","5",81201341,81301565,"CKMT2-AS1"
"13207","7",143316111,143352083,"CLCN1"
"13208","3",184346185,184361650,"CLCN2"
"13209","4",169612633,169723673,"CLCN3"
"13210","X",10156975,10237660,"CLCN4"
"13211","X",49922596,50099235,"CLCN5"
"13212","1",11806096,11848079,"CLCN6"
"13213","16",1444934,1475077,"CLCN7"
"13214","19",50723364,50725708,"CLEC11A"
"13215","14",38254000,38256093,"CLEC14A"
"13216","16",19285731,19322145,"CLEC19A"
"13217","12",9852369,9869386,"CLEC2B"
"13218","7",141927357,141947007,"CLEC5A"
"13219","19",44954585,44993341,"CLPTM1"
"13220","1",9728926,9823984,"CLSTN1"
"13221","3",139935185,140577397,"CLSTN2"
"13222","5",10275875,10307902,"CMBL"
"13223","6",37433219,37482827,"CMTR1"
"13224","16",71281389,71289715,"CMTR2"
"13225","5",79689836,79800240,"CMYA5"
"13226","19",42387019,42390297,"CNFN"
"13227","19",11538767,11550323,"CNN1"
"13228","19",1026586,1039068,"CNN2"
"13229","1",94896949,94927223,"CNN3"
"13230","16",58519951,58629885,"CNOT1"
"13231","9",34568012,34583072,"CNTFR-AS1"
"13232","9",121074660,121177729,"CNTRL"
"13233","7",43608456,43729717,"COA1"
"13234","17",42795147,42798704,"COA3"
"13235","11",73872667,73876901,"COA4"
"13236","2",98599314,98608515,"COA5"
"13237","1",234373456,234385080,"COA6"
"13238","1",52684449,52698347,"COA7"
"13239","17",56938199,56961050,"COIL"
"13240","9",98943179,99070792,"COL15A1"
"13241","1",31652263,31704319,"COL16A1"
"13242","7",101362875,101559024,"COL26A1"
"13243","2",227164624,227314792,"COL4A3"
"13244","3",99638475,99799226,"COL8A1"
"13245","1",36095239,36125222,"COL8A2"
"13246","6",70216040,70303084,"COL9A1"
"13247","19",17555649,17583162,"COLGALT1"
"13248","1",183929854,184037729,"COLGALT2"
"13249","3",15450133,15521751,"COLQ"
"13250","3",129249606,129277773,"COPG1"
"13251","7",130506238,130668748,"COPG2"
"13252","17",31851871,31859291,"COPRS"
"13253","12",54301202,54351846,"COPZ1"
"13254","17",48026167,48038030,"COPZ2"
"13255","4",83261536,83284914,"COQ2"
"13256","6",99369401,99394195,"COQ3"
"13257","14",73949926,73963670,"COQ6"
"13258","16",19067614,19080095,"COQ7"
"13259","16",57447425,57461270,"COQ9"
"13260","16",30182827,30189076,"CORO1A"
"13261","11",67435510,67443821,"CORO1B"
"13262","12",108645109,108731526,"CORO1C"
"13263","CHR_HSCHR16_3_CTG1",4356503,4427664,"CORO7"
"13264","16",4354542,4425705,"CORO7"
"13265","1",10450031,10451998,"CORT"
"13266","17",14069490,14231736,"COX10"
"13267","17",54951902,54968703,"COX11"
"13268","10",99710868,99732127,"COX15"
"13269","14",70325081,70416984,"COX16"
"13270","3",119654513,119677454,"COX17"
"13271","3",148791102,148860187,"CPB1"
"13272","13",46053186,46105033,"CPB2"
"13273","4",784957,826129,"CPLX1"
"13274","5",175796310,175884021,"CPLX2"
"13275","15",74826627,74831802,"CPLX3"
"13276","18",59275156,59318649,"CPLX4"
"13277","CHR_HG2419_PATCH",144393229,144409335,"CPSF1"
"13278","8",144393229,144409335,"CPSF1"
"13279","14",92121969,92172145,"CPSF2"
"13280","2",9423651,9473101,"CPSF3"
"13281","7",99438922,99457373,"CPSF4"
"13282","12",69239569,69274358,"CPSF6"
"13283","11",61402641,61430031,"CPSF7"
"13284","11",68754620,68844410,"CPT1A"
"13285","22",50568861,50578465,"CPT1B"
"13286","19",49690898,49713731,"CPT1C"
"13287","1",207496147,207641765,"CR1"
"13288","1",207453024,207489895,"CR2"
"13289","12",93677375,93894840,"CRADD"
"13290","1",152514482,152516008,"CRCT1"
"13291","9",35732598,35736999,"CREB3"
"13292","8",66176376,66178464,"CRH"
"13293","CHR_HSCHR2_1_CTG5",36361959,36362656,"CRIM1"
"13294","2",36355778,36551135,"CRIM1"
"13295","14",105486317,105488947,"CRIP1"
"13296","14",105472962,105480162,"CRIP2"
"13297","6",43299710,43308826,"CRIP3"
"13298","2",46616416,46630176,"CRIPT"
"13299","6",49834257,49877096,"CRISP1"
"13300","6",49692358,49713590,"CRISP2"
"13301","6",49727376,49744437,"CRISP3"
"13302","17",1420689,1463162,"CRK"
"13303","20",6006093,6040053,"CRLS1"
"13304","4",5748084,5893086,"CRMP1"
"13305","7",87345664,87399794,"CROT"
"13306","1",159712289,159714589,"CRP"
"13307","19",47819779,47843330,"CRX"
"13308","12",106991364,107093549,"CRY1"
"13309","2",208160740,208163589,"CRYGA"
"13310","2",208142573,208146158,"CRYGB"
"13311","CHR_HSCHR2_8_CTG7_2",208134278,208135969,"CRYGC"
"13312","2",208128137,208129828,"CRYGC"
"13313","CHR_HSCHR2_8_CTG7_2",208127748,208130665,"CRYGD"
"13314","2",208121607,208124524,"CRYGD"
"13315","7",151428832,151440813,"CRYGN"
"13316","3",186538441,186546702,"CRYGS"
"13317","13",20403666,20525873,"CRYL1"
"13318","16",21300849,21339037,"CRYM-AS1"
"13319","X",152739864,152740681,"CSAG4"
"13320","20",49046246,49096960,"CSE1L"
"13321","17",63894909,63896661,"CSH1"
"13322","17",63872012,63873766,"CSH2"
"13323","8",2935353,4994972,"CSMD1"
"13324","1",33513998,34165842,"CSMD2"
"13325","8",112222928,113436939,"CSMD3"
"13326","17",82239023,82273700,"CSNK1D"
"13327","22",38290691,38318084,"CSNK1E"
"13328","20",472498,543835,"CSNK2A1"
"13329","11",11351942,11353250,"CSNK2A3"
"13330","20",23426104,23444930,"CSTL1"
"13331","CHR_HG439_PATCH",120901808,120905120,"CT47A1"
"13332","X",120982476,120985760,"CT47A1"
"13333","X",120977606,120980928,"CT47A2"
"13334","X",120972746,120976068,"CT47A3"
"13335","CHR_HG439_PATCH",120887218,120890540,"CT47A4"
"13336","X",120967886,120971208,"CT47A4"
"13337","X",120963026,120966348,"CT47A5"
"13338","CHR_HG439_PATCH",120877498,120880820,"CT47A6"
"13339","X",120958165,120961487,"CT47A6"
"13340","X",120953282,120956600,"CT47A7"
"13341","X",120948422,120951744,"CT47A8"
"13342","X",120943561,120946883,"CT47A9"
"13343","X",135156540,135171398,"CT55"
"13344","15",71110244,71115494,"CT62"
"13345","13",49890591,49892998,"CTAGE10P"
"13346","CHR_HSCHR18_3_CTG2_1",79685555,79723770,"CTDP1"
"13347","18",79679803,79754503,"CTDP1"
"13348","9",108942569,109013522,"CTNNAL1"
"13349","3",41194741,41260096,"CTNNB1"
"13350","1",40979300,41012565,"CTPS1"
"13351","9",87772453,87774299,"CTSL3P"
"13352","9",87772915,87786884,"CTSL3P"
"13353","7",117710651,117874139,"CTTNBP2"
"13354","10",16823966,17129811,"CUBN"
"13355","11",94962620,94973586,"CWC15"
"13356","3",39263495,39281735,"CX3CR1"
"13357","CHR_HSCHR15_1_CTG1",21372682,21387280,"CXADRP2"
"13358","15",21372793,21373881,"CXADRP2"
"13359","18",14477955,14499278,"CXADRP3"
"13360","4",73869393,73871308,"CXCL1"
"13361","4",74097040,74099196,"CXCL2"
"13362","4",74036589,74038807,"CXCL3"
"13363","4",73995642,73998677,"CXCL5"
"13364","4",73836640,73849064,"CXCL6"
"13365","4",73740519,73743716,"CXCL8"
"13366","4",76001275,76007509,"CXCL9"
"13367","X",23908006,23939509,"CXorf58"
"13368","16",50742050,50801935,"CYLD"
"13369","2",38066973,38109902,"CYP1B1"
"13370","10",93073475,93077885,"CYP26A1"
"13371","12",57762334,57768986,"CYP27B1"
"13372","4",107931549,107953461,"CYP2U1"
"13373","19",15912367,15934867,"CYP4F11"
"13374","19",15673018,15697174,"CYP4F12"
"13375","3",42856005,42875898,"CYP8B1"
"13376","5",140175156,140282052,"CYSTM1"
"13377","4",5014586,5019458,"CYTL1"
"13378","2",241734602,241768816,"D2HGDH"
"13379","14",59188646,59371405,"DAAM1"
"13380","6",39792298,39904877,"DAAM2"
"13381","9",121567057,121785530,"DAB2IP"
"13382","4",99816827,99870190,"DAPP1"
"13383","CHR_HSCHR6_MHC_MCF_CTG1",33488900,33499609,"DAXX"
"13384","CHR_HSCHR6_MHC_SSTO_CTG1",33469139,33469421,"DAXX"
"13385","CHR_HSCHR6_MHC_DBB_CTG1",33296480,33307190,"DAXX"
"13386","CHR_HSCHR6_MHC_COX_CTG1",33240162,33250873,"DAXX"
"13387","CHR_HSCHR6_MHC_QBL_CTG1",33247394,33258105,"DAXX"
"13388","6",33318558,33323016,"DAXX"
"13389","Y",23219447,23291356,"DAZ2"
"13390","7",87876216,87909553,"DBF4"
"13391","5",177456608,177474401,"DBN1"
"13392","7",44044640,44069456,"DBNL"
"13393","3",138160988,138174949,"DBR1"
"13394","11",30830369,31369810,"DCDC1"
"13395","6",24171755,24358059,"DCDC2"
"13396","3",53283429,53347586,"DCP1A"
"13397","CHR_HG1815_PATCH",1946053,2004535,"DCP1B"
"13398","12",1946053,2004535,"DCP1B"
"13399","4",182890060,182917936,"DCTD"
"13400","2",74385474,74393882,"DCTN1-AS1"
"13401","3",182938074,182985953,"DCUN1D1"
"13402","13",113455819,113490951,"DCUN1D2"
"13403","16",20854925,20900358,"DCUN1D3"
"13404","4",51843000,51916837,"DCUN1D4"
"13405","11",103050686,103092194,"DCUN1D5"
"13406","7",50458436,50565405,"DDC"
"13407","12",48995149,48999375,"DDN"
"13408","6",110391771,110415575,"DDO"
"13409","1",20651767,20661544,"DDOST"
"13410","CHR_HSCHR6_MHC_MCF_CTG1",30959531,30970646,"DDR1"
"13411","CHR_HSCHR6_MHC_APD_CTG1",30949136,30953340,"DDR1"
"13412","CHR_HSCHR6_MHC_MANN_CTG1",30925624,30944801,"DDR1"
"13413","CHR_HSCHR6_MHC_QBL_CTG1",30870550,30889733,"DDR1"
"13414","CHR_HSCHR6_MHC_COX_CTG1",30870863,30890046,"DDR1"
"13415","CHR_HSCHR6_MHC_DBB_CTG1",30871677,30890873,"DDR1"
"13416","6",30876421,30900156,"DDR1"
"13417","1",162631373,162787405,"DDR2"
"13418","CHR_HSCHR22_1_CTG7",23971367,23980473,"DDT"
"13419","22",23970542,23980525,"DDT"
"13420","1",111754832,111775602,"DDX20"
"13421","10",68956135,68985068,"DDX21"
"13422","12",48829756,48852842,"DDX23"
"13423","11",125903348,125943702,"DDX25"
"13424","16",68020916,68023232,"DDX28"
"13425","CHR_HG76_PATCH",7337700,7341475,"DEFB106A"
"13426","8",7825139,7829053,"DEFB106A"
"13427","CHR_HSCHR8_3_CTG1",7474484,7478378,"DEFB106B"
"13428","CHR_HG76_PATCH",12027161,12030974,"DEFB106B"
"13429","8",7482504,7486400,"DEFB106B"
"13430","20",31465471,31476757,"DEFB124"
"13431","11",9138825,9265959,"DENND5A"
"13432","12",31382226,31591136,"DENND5B"
"13433","12",31589923,31615666,"DENND5B-AS1"
"13434","3",57625454,57693077,"DENND6A"
"13435","22",50309030,50327012,"DENND6B"
"13436","15",88494440,88546681,"DET1"
"13437","14",95086228,95158010,"DICER1"
"13438","14",95157645,95181475,"DICER1-AS1"
"13439","5",62347284,62403943,"DIMT1"
"13440","1",53891239,53911086,"DIO1"
"13441","14",80197526,80387757,"DIO2"
"13442","14",80211419,80455469,"DIO2-AS1"
"13443","14",101560139,101563452,"DIO3"
"13444","14",101552221,101620355,"DIO3OS"
"13445","19",2714567,2721372,"DIRAS1"
"13446","9",90609832,90642862,"DIRAS2"
"13447","1",68045886,68051717,"DIRAS3"
"13448","11",90251204,90915052,"DISC1FP1"
"13449","11",112025408,112064404,"DLAT"
"13450","7",107891162,107931730,"DLD"
"13451","3",197042560,197299330,"DLG1"
"13452","17",49968970,49974959,"DLX4"
"13453","X",72776890,72848803,"DMRTC1B"
"13454","9",33025273,33039907,"DNAJA1"
"13455","16",46955362,46973674,"DNAJA2"
"13456","CHR_HSCHR16_3_CTG1",4427764,4458734,"DNAJA3"
"13457","16",4425805,4456775,"DNAJA3"
"13458","15",78264086,78282196,"DNAJA4"
"13459","9",111631386,111670229,"DNAJC25-GNG10"
"13460","1",37556919,37566857,"DNALI1"
"13461","16",3611728,3680143,"DNASE1"
"13462","19",12875209,12881595,"DNASE2"
"13463","15",75727670,75738629,"DNM1P35"
"13464","10",99927010,99959050,"DNMBP-AS1"
"13465","20",45791954,45811427,"DNTTIP1"
"13466","1",93866284,93879918,"DNTTIP2"
"13467","3",50674927,51384198,"DOCK3"
"13468","7",111726110,112206407,"DOCK4"
"13469","19",11199295,11262524,"DOCK6"
"13470","2",74549026,74557551,"DOK1"
"13471","20",62845664,62845912,"DPH3P1"
"13472","1",155139891,155140595,"DPM3"
"13473","3",109293788,109316517,"DPPA2"
"13474","12",7711433,7717559,"DPPA3"
"13475","3",109326144,109337546,"DPPA4"
"13476","6",73353063,73354276,"DPPA5"
"13477","7",32580949,32761787,"DPY19L1P1"
"13478","1",97077743,97995000,"DPYD"
"13479","8",104330324,104467055,"DPYS"
"13480","8",26514031,26658178,"DPYSL2"
"13481","5",147390808,147510068,"DPYSL3"
"13482","2",26847747,26950351,"DPYSL5"
"13483","1",93345907,93369493,"DR1"
"13484","12",101877580,102012130,"DRAM1"
"13485","1",111117163,111140203,"DRAM2"
"13486","11",65919274,65921563,"DRAP1"
"13487","22",31399604,31530634,"DRG1"
"13488","17",18087892,18107970,"DRG2"
"13489","10",49364066,49396089,"DRGX"
"13490","22",23608452,23632321,"DRICH1"
"13491","X",101219769,101264502,"DRP2"
"13492","21",40383083,40385358,"DSCAM-AS1"
"13493","21",37951425,38121360,"DSCR4"
"13494","21",38121451,38156511,"DSCR8"
"13495","21",37208503,37221736,"DSCR9"
"13496","18",31498177,31549008,"DSG2"
"13497","18",31447741,31478702,"DSG3"
"13498","18",31376777,31414912,"DSG4"
"13499","12",6884898,6885684,"DSTNP2"
"13500","1",205142505,205211702,"DSTYK"
"13501","18",34493291,34891844,"DTNA"
"13502","2",25377198,25673647,"DTNB"
"13503","3",122564338,122575203,"DTX3L"
"13504","1",221701424,221742089,"DUSP10"
"13505","2",73761782,73780132,"DUSP11"
"13506","1",161749758,161757238,"DUSP12"
"13507","10",75094432,75109221,"DUSP13"
"13508","CHR_HSCHR17_7_CTG4",37494470,37518136,"DUSP14"
"13509","17",37489891,37513501,"DUSP14"
"13510","20",31847637,31870664,"DUSP15"
"13511","CHR_HG1362_PATCH",12473287,12562868,"DUSP16"
"13512","12",12473282,12562863,"DUSP16"
"13513","22",30652051,30667887,"DUSP18"
"13514","2",183078559,183100008,"DUSP19"
"13515","14",101964573,102056443,"DYNC1H1"
"13516","11",103109410,103479863,"DYNC2H1"
"13517","20",18383367,18467281,"DZANK1"
"13518","8",109539711,109570072,"EBAG9"
"13519","6",127288712,127343609,"ECHDC1"
"13520","1",52895910,52927212,"ECHDC2"
"13521","10",11742366,11764070,"ECHDC3"
"13522","14",20745887,20748380,"EDDM3A"
"13523","3",5187646,5219958,"EDEM1"
"13524","20",35115364,35147336,"EDEM2"
"13525","CHR_HSCHR2_6_CTG7_2",206159585,206162928,"EEF1B2"
"13526","2",206159585,206162928,"EEF1B2"
"13527","6",8073360,8102559,"EEF1E1"
"13528","CHR_HSCHR3_9_CTG2_1",128160388,128415576,"EEFSEC"
"13529","3",128153481,128408646,"EEFSEC"
"13530","1",155127876,155134899,"EFNA1"
"13531","19",1285873,1301431,"EFNA2"
"13532","1",155078837,155087538,"EFNA3"
"13533","1",155063737,155069553,"EFNA4"
"13534","5",107376894,107670937,"EFNA5"
"13535","17",44849948,44899445,"EFTUD2"
"13536","7",55179750,55188977,"EGFR-AS1"
"13537","2",62673851,63046487,"EHBP1"
"13538","11",65576046,65592650,"EHBP1L1"
"13539","17",41688885,41692668,"EIF1"
"13540","11",65996545,66002176,"EIF1AD"
"13541","X",20124525,20141838,"EIF1AX"
"13542","Y",20575776,20593154,"EIF1AY"
"13543","3",184314495,184335358,"EIF4G1"
"13544","11",10797050,10808940,"EIF4G2"
"13545","1",20806292,21177285,"EIF4G3"
"13546","14",103333544,103345025,"EIF5"
"13547","CHR_HG2087_PATCH",7310036,7315500,"EIF5A"
"13548","17",7306999,7312463,"EIF5A"
"13549","2",99337371,99401326,"EIF5B"
"13550","20",35278907,35284985,"EIF6"
"13551","X",47635521,47650604,"ELK1"
"13552","CHR_HSCHR14_3_CTG1",105673079,105674085,"ELK2AP"
"13553","14",105672308,105673314,"ELK2AP"
"13554","12",96194375,96269824,"ELK3"
"13555","1",205597556,205632011,"ELK4"
"13556","7",74027789,74069907,"ELN"
"13557","19",47994632,48025154,"ELSPBP1"
"13558","3",9987904,9994331,"EMC3-AS1"
"13559","14",99737693,99942060,"EML1"
"13560","19",45606994,45645602,"EML2"
"13561","11",62602218,62612775,"EML3"
"13562","2",42169353,42332548,"EML4"
"13563","14",88612431,88792953,"EML5"
"13564","2",54723499,54972025,"EML6"
"13565","17",79074824,79088599,"ENGASE"
"13566","13",43458465,43459484,"ENOX1-AS2"
"13567","1",150600851,150629612,"ENSA"
"13568","3",40313802,40453329,"ENTPD3-AS1"
"13569","22",41092592,41180077,"EP300"
"13570","12",131949942,132080460,"EP400"
"13571","1",28887091,29120046,"EPB41"
"13572","15",43197227,43221018,"EPB42"
"13573","10",32267751,32378798,"EPC1"
"13574","2",148644440,148787569,"EPC2"
"13575","1",16124337,16156069,"EPHA2"
"13576","3",89107621,89482134,"EPHA3"
"13577","2",221418027,221574202,"EPHA4"
"13578","4",65319563,65670495,"EPHA5"
"13579","1",225810124,225845563,"EPHX1"
"13580","8",27490781,27545564,"EPHX2"
"13581","19",15226919,15233435,"EPHX3"
"13582","1",92029985,92063538,"EPHX4"
"13583","6",145382535,145736023,"EPM2A"
"13584","12",15620134,15882329,"EPS8"
"13585","12",56076799,56103505,"ERBB3"
"13586","2",211375717,212538841,"ERBB4"
"13587","12",990509,1495933,"ERC1"
"13588","3",55508311,56469095,"ERC2"
"13589","3",150659885,150703971,"ERICH6"
"13590","10",100150094,100186033,"ERLIN1"
"13591","8",37736601,37758422,"ERLIN2"
"13592","CHR_HSCHR6_1_CTG4",169751622,169781584,"ERMARD"
"13593","6",169751622,169781600,"ERMARD"
"13594","9",5749832,5879537,"ERMP1"
"13595","9",99979185,100099052,"ERP44"
"13596","4",52722618,52751586,"ERVMER34-1"
"13597","1",6424776,6461367,"ESPN"
"13598","11",64305497,64316743,"ESRRA"
"13599","X",104250038,104254933,"ESX1"
"13600","15",76188555,76311730,"ETFA"
"13601","12",22625075,22690665,"ETNK1"
"13602","1",204131062,204152044,"ETNK2"
